"..\APP\../LIB/STD_TYPES.h", line 12: warning #1376-D: (MISRA-C:2004 1.1/R) Ensure strict ANSI C mode (-ps) is enabled
"../MCAL/GPIO/GPIO.c", line 189: warning #1498-D: (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types
"../MCAL/GPIO/GPIO.c", line 189: warning #1400-D: (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type
"../MCAL/GPIO/GPIO.c", line 189: warning #1406-D: (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed
"../MCAL/GPIO/GPIO.c", line 189: warning #1393-D: (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex
"../MCAL/GPIO/GPIO.c", line 190: warning #1455-D: (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments
"../MCAL/GPIO/GPIO.c", line 191: warning #1498-D: (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types
"../MCAL/GPIO/GPIO.c", line 191: warning #1400-D: (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type
"../MCAL/GPIO/GPIO.c", line 191: warning #1406-D: (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed
"../MCAL/GPIO/GPIO.c", line 191: warning #1393-D: (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex
"../MCAL/GPIO/GPIO.c", line 192: warning #1455-D: (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments
"../MCAL/GPIO/GPIO.c", line 193: warning #1498-D: (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types
"../MCAL/GPIO/GPIO.c", line 193: warning #1400-D: (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type
"../MCAL/GPIO/GPIO.c", line 193: warning #1406-D: (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed
"../MCAL/GPIO/GPIO.c", line 193: warning #1393-D: (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex
"../MCAL/GPIO/GPIO.c", line 193: warning #1397-D: (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand
"../MCAL/GPIO/GPIO.c", line 194: warning #1498-D: (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types
"../MCAL/GPIO/GPIO.c", line 194: warning #1400-D: (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type
"../MCAL/GPIO/GPIO.c", line 194: warning #1393-D: (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex
"../MCAL/GPIO/GPIO.c", line 194: warning #1459-D: (MISRA-C:2004 12.1/A) Limited dependence should be placed on C's operator precedence rules in expressions
"../MCAL/GPIO/GPIO.c", line 194: warning #1397-D: (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand
"../MCAL/GPIO/GPIO.c", line 196: warning #1393-D: (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness
"../MCAL/GPIO/GPIO.c", line 197: warning #1455-D: (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments
"../MCAL/GPIO/GPIO.c", line 198: warning #1498-D: (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types
"../MCAL/GPIO/GPIO.c", line 198: warning #1400-D: (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type
"../MCAL/GPIO/GPIO.c", line 198: warning #1406-D: (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed
"../MCAL/GPIO/GPIO.c", line 198: warning #1393-D: (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex
"../MCAL/GPIO/GPIO.c", line 199: warning #1455-D: (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments
"../MCAL/GPIO/GPIO.c", line 200: warning #1498-D: (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types
"../MCAL/GPIO/GPIO.c", line 200: warning #1400-D: (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type
"../MCAL/GPIO/GPIO.c", line 200: warning #1406-D: (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed
"../MCAL/GPIO/GPIO.c", line 200: warning #1393-D: (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex
"../MCAL/GPIO/GPIO.c", line 201: warning #1455-D: (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments
"../MCAL/GPIO/GPIO.c", line 202: warning #1498-D: (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types
"../MCAL/GPIO/GPIO.c", line 202: warning #1400-D: (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type
"../MCAL/GPIO/GPIO.c", line 202: warning #1406-D: (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed
"../MCAL/GPIO/GPIO.c", line 202: warning #1393-D: (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex
"../MCAL/GPIO/GPIO.c", line 203: warning #1455-D: (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments
"../MCAL/GPIO/GPIO.c", line 204: warning #1498-D: (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types
"../MCAL/GPIO/GPIO.c", line 204: warning #1400-D: (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type
"../MCAL/GPIO/GPIO.c", line 204: warning #1406-D: (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed
"../MCAL/GPIO/GPIO.c", line 204: warning #1393-D: (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex
"../MCAL/GPIO/GPIO.c", line 204: warning #1397-D: (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand
"../MCAL/GPIO/GPIO.c", line 205: warning #1498-D: (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types
"../MCAL/GPIO/GPIO.c", line 205: warning #1400-D: (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type
"../MCAL/GPIO/GPIO.c", line 205: warning #1393-D: (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex
"../MCAL/GPIO/GPIO.c", line 205: warning #1459-D: (MISRA-C:2004 12.1/A) Limited dependence should be placed on C's operator precedence rules in expressions
"../MCAL/GPIO/GPIO.c", line 205: warning #1397-D: (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand
"../MCAL/GPIO/GPIO.c", line 140: warning #1471-D: (MISRA-C:2004 15.3/R) The final clause of a switch statement shall be the default clause
"../MCAL/GPIO/GPIO.c", line 213: warning #1393-D: (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness
"../MCAL/GPIO/GPIO.c", line 215: warning #1393-D: (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness
"../MCAL/GPIO/GPIO.c", line 216: warning #1498-D: (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types
"../MCAL/GPIO/GPIO.c", line 216: warning #1400-D: (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type
"../MCAL/GPIO/GPIO.c", line 216: warning #1406-D: (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed
"../MCAL/GPIO/GPIO.c", line 216: warning #1393-D: (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness
"../MCAL/GPIO/GPIO.c", line 216: warning #1393-D: (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex
"../MCAL/GPIO/GPIO.c", line 218: warning #1393-D: (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness
"../MCAL/GPIO/GPIO.c", line 219: warning #1498-D: (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types
"../MCAL/GPIO/GPIO.c", line 219: warning #1400-D: (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type
"../MCAL/GPIO/GPIO.c", line 219: warning #1406-D: (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed
"../MCAL/GPIO/GPIO.c", line 219: warning #1393-D: (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness
"../MCAL/GPIO/GPIO.c", line 219: warning #1393-D: (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex
"../MCAL/GPIO/GPIO.c", line 221: warning #1393-D: (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness
"../MCAL/GPIO/GPIO.c", line 222: warning #1498-D: (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types
"../MCAL/GPIO/GPIO.c", line 222: warning #1400-D: (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type
"../MCAL/GPIO/GPIO.c", line 222: warning #1406-D: (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed
"../MCAL/GPIO/GPIO.c", line 222: warning #1393-D: (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness
"../MCAL/GPIO/GPIO.c", line 222: warning #1393-D: (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex
"../MCAL/GPIO/GPIO.c", line 224: warning #1393-D: (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness
"../MCAL/GPIO/GPIO.c", line 225: warning #1498-D: (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types
"../MCAL/GPIO/GPIO.c", line 225: warning #1400-D: (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type
"../MCAL/GPIO/GPIO.c", line 225: warning #1406-D: (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed
"../MCAL/GPIO/GPIO.c", line 225: warning #1393-D: (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness
"../MCAL/GPIO/GPIO.c", line 225: warning #1393-D: (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex
"../MCAL/GPIO/GPIO.c", line 227: warning #1393-D: (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness
"../MCAL/GPIO/GPIO.c", line 228: warning #1498-D: (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types
"../MCAL/GPIO/GPIO.c", line 228: warning #1400-D: (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type
"../MCAL/GPIO/GPIO.c", line 228: warning #1406-D: (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed
"../MCAL/GPIO/GPIO.c", line 228: warning #1393-D: (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness
"../MCAL/GPIO/GPIO.c", line 228: warning #1393-D: (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex
"../MCAL/GPIO/GPIO.c", line 230: warning #1393-D: (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness
"../MCAL/GPIO/GPIO.c", line 231: warning #1498-D: (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types
"../MCAL/GPIO/GPIO.c", line 231: warning #1400-D: (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type
"../MCAL/GPIO/GPIO.c", line 231: warning #1406-D: (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed
"../MCAL/GPIO/GPIO.c", line 231: warning #1393-D: (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness
"../MCAL/GPIO/GPIO.c", line 231: warning #1393-D: (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex
"../MCAL/GPIO/GPIO.c", line 214: warning #1471-D: (MISRA-C:2004 15.3/R) The final clause of a switch statement shall be the default clause
'Finished building: ../MCAL/GPIO/GPIO.c'
